# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2023-10-13 01:40:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = bernoulli.json
# init = 2 (Default)
# random
#   seed = 769305535 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.864925
# Diagonal elements of inverse mass matrix:
# 0.505499
-8.61656,0.99624,0.864925,1,1,0,8.81156,0.0704343
-8.61656,0.957858,0.864925,1,1,0,9.24587,0.0704343
-6.75879,0.994031,0.864925,2,7,0,8.27147,0.268633
-6.7607,0.997789,0.864925,2,3,0,6.78063,0.27025
-6.76975,0.830963,0.864925,2,3,0,8.03321,0.224566
-6.75184,0.999403,0.864925,2,3,0,6.77559,0.239188
-7.36831,0.919119,0.864925,2,3,0,7.39276,0.13045
-6.7648,0.961426,0.864925,2,7,0,7.75709,0.27335
-6.8359,0.971839,0.864925,2,7,0,6.95051,0.200187
-6.79632,0.983902,0.864925,1,3,0,7.00712,0.29012
-6.78888,1,0.864925,2,3,0,6.80201,0.286814
-7.17838,0.860412,0.864925,1,3,0,7.6721,0.147463
-7.11348,1,0.864925,1,1,0,7.21085,0.15446
-7.51014,0.85887,0.864925,1,3,0,8.81299,0.420608
-6.75063,1,0.864925,2,3,0,7.49047,0.241049
-6.75063,0.834982,0.864925,1,3,0,7.70125,0.241049
-6.76924,0.997009,0.864925,2,3,0,6.77696,0.224857
-7.0597,0.963462,0.864925,2,3,0,7.11009,0.160906
-7.07748,0.911424,0.864925,2,7,0,7.97758,0.35929
-7.40267,0.91688,0.864925,1,1,0,7.43382,0.407357
-6.74996,0.996438,0.864925,1,3,0,7.3981,0.257828
-7.15649,0.892401,0.864925,1,3,0,7.42647,0.149739
-6.84258,0.953986,0.864925,1,3,0,7.67326,0.306791
-6.9784,0.906018,0.864925,1,3,0,7.42106,0.172161
-8.20489,0.926777,0.864925,2,3,0,8.20845,0.490411
-6.80645,0.942195,0.864925,1,3,0,8.70931,0.208978
-7.33413,0.938811,0.864925,2,3,0,7.42146,0.133209
-6.77265,0.970052,0.864925,1,3,0,7.74155,0.278403
-6.86446,0.961535,0.864925,1,3,0,7.02487,0.193142
-6.75579,0.998001,0.864925,1,3,0,6.86115,0.23464
-7.54483,0.831778,0.864925,1,3,0,7.91823,0.117767
-7.98307,0.953181,0.864925,1,1,0,7.99667,0.0939432
-6.79499,0.994188,0.864925,2,7,0,7.751,0.289548
-8.50049,0.762797,0.864925,2,7,0,8.51812,0.0740815
-6.8069,1,0.864925,2,3,0,8.25967,0.208827
-7.08892,0.961369,0.864925,1,3,0,7.11337,0.157322
-7.31247,0.968473,0.864925,1,1,0,7.32134,0.135017
-6.86146,0.926971,0.864925,2,7,0,7.99735,0.312432
-6.81155,1,0.864925,1,1,0,6.85509,0.296214
-7.119,0.868277,0.864925,1,3,0,7.62931,0.153834
-7.18473,0.99051,0.864925,1,1,0,7.22718,0.146817
-7.56188,0.950611,0.864925,2,3,0,7.91857,0.11666
-7.1479,1,0.864925,1,1,0,7.50594,0.150654
-6.81317,0.992494,0.864925,1,3,0,7.12178,0.206786
-6.7827,0.987732,0.864925,1,3,0,6.93748,0.283842
-8.6471,0.74651,0.864925,2,7,0,8.66339,0.0695144
-8.28101,0.982068,0.864925,2,3,0,9.41224,0.0817065
-7.70151,1,0.864925,1,1,0,8.22973,0.108225
-6.84898,0.941459,0.864925,2,3,0,8.59867,0.196821
-6.75024,1,0.864925,2,3,0,6.84296,0.241743
-7.06884,0.958061,0.864925,2,3,0,7.09005,0.159762
-6.75406,0.993186,0.864925,1,3,0,7.10945,0.236433
-6.75406,0.80416,0.864925,1,3,0,7.92093,0.236433
-6.74813,1,0.864925,2,3,0,6.75392,0.248129
-7.9251,0.78229,0.864925,1,3,0,8.23013,0.46486
-6.79258,1,0.864925,2,3,0,7.79068,0.213978
-6.99551,0.887259,0.864925,2,3,0,7.6824,0.169608
-6.82255,0.96021,0.864925,2,7,0,7.34423,0.300194
-7.06396,0.887322,0.864925,1,3,0,7.54909,0.16037
-7.06396,0.8103,0.864925,1,3,0,8.95178,0.16037
-6.77519,0.943007,0.864925,2,3,0,7.66329,0.221644
-7.06094,0.964039,0.864925,2,3,0,7.11847,0.160749
-7.03768,1,0.864925,2,3,0,7.10039,0.163752
-6.76113,0.98209,0.864925,1,3,0,7.22488,0.270595
-6.76757,0.998553,0.864925,1,1,0,6.76908,0.275239
-7.37538,0.886895,0.864925,1,3,0,7.44511,0.403834
-6.75146,0.987679,0.864925,1,3,0,7.47811,0.239732
-6.85554,0.97925,0.864925,1,3,0,6.88071,0.195225
-6.92677,0.995893,0.864925,2,3,0,6.93183,0.180651
-6.80619,0.974276,0.864925,1,3,0,7.18673,0.294159
-6.9351,0.969389,0.864925,1,1,0,6.93529,0.331102
-6.8996,0.940263,0.864925,1,3,0,7.42271,0.185722
-6.8927,0.915952,0.864925,2,3,0,7.72826,0.187092
-6.80488,0.976347,0.864925,1,3,0,7.12525,0.293643
-6.76272,0.990158,0.864925,1,3,0,6.87286,0.228985
-6.76007,0.996042,0.864925,1,3,0,6.79979,0.269734
-7.5912,0.882308,0.864925,2,3,0,7.5915,0.114798
-6.84684,0.912365,0.864925,2,7,0,8.45197,0.308108
-6.94563,0.915328,0.864925,2,7,0,7.36082,0.177396
-6.816,0.972812,0.864925,1,3,0,7.24255,0.29786
-6.86075,0.996439,0.864925,2,3,0,6.86787,0.312229
-7.18695,0.921128,0.864925,1,1,0,7.18695,0.377238
-6.9465,1,0.864925,1,1,0,7.13763,0.333662
-7.00984,0.691203,0.864925,2,3,0,9.18705,0.167552
-6.76334,1,0.864925,2,3,0,6.95855,0.272292
-6.76865,0.998802,0.864925,1,1,0,6.77082,0.275946
-6.89008,0.955459,0.864925,1,3,0,7.06081,0.187623
-6.89008,0.807559,0.864925,1,3,0,8.43008,0.187623
-8.20844,0.914052,0.864925,2,3,0,8.24476,0.490718
-8.20844,0.60415,0.864925,1,1,0,9.64348,0.490718
-7.21588,1,0.864925,1,1,0,7.94811,0.381623
-8.15319,0.772352,0.864925,1,1,0,8.1689,0.485891
-6.80607,1,0.864925,2,7,0,7.92306,0.294113
-7.39477,0.79001,0.864925,1,3,0,8.16621,0.12839
-7.14293,1,0.864925,2,3,0,7.36973,0.151191
-6.87939,0.992866,0.864925,2,3,0,7.25293,0.189849
-6.8486,1,0.864925,1,1,0,6.88492,0.196916
-6.74954,0.995004,0.864925,1,3,0,6.89175,0.256926
-6.84992,0.979436,0.864925,1,3,0,6.87007,0.309043
-6.92108,0.925308,0.864925,1,3,0,7.31442,0.181672
-6.94247,0.998809,0.864925,2,3,0,6.9677,0.177928
-6.86356,1,0.864925,1,1,0,6.93386,0.193348
-6.81836,1,0.864925,2,3,0,6.85926,0.205179
-7.98782,0.81715,0.864925,2,3,0,8.40265,0.093728
-7.45684,1,0.864925,2,3,0,7.93013,0.123791
-6.86981,0.983999,0.864925,1,3,0,7.43063,0.191936
-6.93995,0.988014,0.864925,1,1,0,6.9469,0.178356
-6.8742,1,0.864925,1,1,0,6.93688,0.190967
-6.74809,0.996089,0.864925,1,3,0,6.90959,0.251433
-7.57674,0.889239,0.864925,2,3,0,7.80178,0.428377
-7.06415,1,0.864925,1,1,0,7.4538,0.356928
-7.09253,0.826096,0.864925,1,3,0,8.12004,0.156893
-7.62586,0.955432,0.864925,2,7,0,7.67296,0.433919
-7.63678,0.996961,0.864925,1,1,0,7.86463,0.435131
-7.45654,1,0.864925,2,3,0,7.73437,0.414117
-7.45486,1,0.864925,1,1,0,7.63858,0.413911
-7.6686,0.942461,0.864925,1,1,0,7.8099,0.438622
-7.48569,1,0.864925,1,1,0,7.77283,0.417674
-6.97247,0.86244,0.864925,1,3,0,8.45005,0.173073
-8.47169,0.819805,0.864925,1,3,0,8.87301,0.0750252
-8.08861,1,0.864925,1,1,0,8.49526,0.0893221
-6.97776,0.964148,0.864925,1,3,0,8.11796,0.172259
-7.23434,0.96139,0.864925,1,1,0,7.23467,0.141982
-6.76107,0.989317,0.864925,1,3,0,7.29688,0.230176
-6.77372,0.99658,0.864925,2,3,0,6.79551,0.222399
-6.80443,0.994085,0.864925,1,1,0,6.80479,0.209659
-6.84699,0.992173,0.864925,1,1,0,6.84948,0.197316
-6.7758,0.987247,0.864925,1,3,0,6.97812,0.280207
-9.35458,0.532905,0.864925,3,7,0,10.6406,0.574588
-8.47351,1,0.864925,2,3,0,9.41964,0.512656
-8.49893,1,0.864925,2,7,0,8.52463,0.0741321
-6.77199,0.896643,0.864925,1,3,0,9.77461,0.278008
-7.06479,0.9035,0.864925,1,3,0,7.39307,0.160266
-7.16719,0.984897,0.864925,1,1,0,7.1934,0.148617
-6.80424,0.991494,0.864925,1,3,0,7.14854,0.209727
-6.79412,0.98424,0.864925,1,3,0,6.94541,0.289169
-6.80129,0.999441,0.864925,2,3,0,6.80998,0.2922
-6.75669,0.992834,0.864925,1,3,0,6.84993,0.233785
-7.69365,0.800475,0.864925,1,3,0,8.16433,0.108672
-7.27106,0.869146,0.864925,1,3,0,9.64071,0.389654
-6.99605,0.854651,0.864925,1,3,0,8.20852,0.16953
-6.7903,0.969204,0.864925,2,7,0,7.26032,0.287466
-6.7903,0.802868,0.864925,1,3,0,7.87455,0.287466
-6.84295,0.963912,0.864925,1,3,0,7.02568,0.198341
-6.84295,0.810798,0.864925,1,3,0,8.22637,0.198341
-6.74835,0.977291,0.864925,2,3,0,7.04384,0.253235
-6.74835,0.654636,0.864925,1,3,0,8.87407,0.253235
-6.74822,1,0.864925,1,1,0,6.74834,0.252512
-6.75745,0.992787,0.864925,2,3,0,6.79725,0.233098
-6.75506,0.996906,0.864925,2,7,0,6.7798,0.265023
-8.27708,0.763152,0.864925,2,3,0,8.90557,0.496587
-7.81292,1,0.864925,1,1,0,8.34463,0.453769
-7.81292,0.51565,0.864925,1,1,0,9.54142,0.453769
-8.88909,0.737584,0.864925,1,1,0,9.01269,0.54367
-6.86843,0.914385,0.864925,1,3,0,9.76291,0.192242
-6.75351,1,0.864925,2,3,0,6.86662,0.237062
-6.86546,0.970531,0.864925,1,3,0,6.94234,0.313571
-6.79239,1,0.864925,1,1,0,6.84894,0.288408
-10.0693,0.472548,0.864925,2,3,0,11.7423,0.616096
-8.45311,1,0.864925,1,1,0,9.83181,0.511034
-7.32302,1,0.864925,1,1,0,8.1606,0.396867
-7.30202,0.769639,0.864925,2,3,0,9.2255,0.135908
-7.41473,0.985482,0.864925,1,1,0,7.46772,0.126877
-7.85402,0.950047,0.864925,1,1,0,7.86104,0.100099
-7.6781,1,0.864925,2,3,0,7.91087,0.109566
-7.47178,1,0.864925,1,1,0,7.70183,0.122729
-6.92184,0.995255,0.864925,2,3,0,7.55628,0.181535
-6.94153,0.954283,0.864925,1,3,0,7.45309,0.332554
-6.94153,0.940264,0.864925,1,1,0,7.13081,0.332554
-6.87267,0.963334,0.864925,2,3,0,7.25878,0.315578
-6.74809,0.99782,0.864925,1,3,0,6.88337,0.251502
-6.75049,0.972903,0.864925,2,3,0,6.94645,0.258846
-7.31514,0.850778,0.864925,1,3,0,7.70912,0.134791
-7.08506,1,0.864925,1,1,0,7.28996,0.157784
-7.34462,0.963584,0.864925,1,1,0,7.3496,0.13235
-6.84075,0.998071,0.864925,2,3,0,7.37316,0.19891
-6.866,0.943192,0.864925,2,3,0,7.45846,0.313724
-7.21906,0.947195,0.864925,2,7,0,7.245,0.143434
-7.01628,1,0.864925,1,1,0,7.194,0.166651
-6.94961,0.945032,0.864925,1,3,0,7.65339,0.334347
-7.06281,0.854065,0.864925,1,3,0,7.8321,0.160514
-6.98801,0.902773,0.864925,2,3,0,8.17134,0.170714
-7.53065,0.952185,0.864925,2,7,0,7.54813,0.423033
-7.03435,1,0.864925,1,1,0,7.40922,0.351475
-7.03209,1,0.864925,2,7,0,7.03486,0.164496
-6.80719,0.969044,0.864925,1,3,0,7.36698,0.29455
-6.93272,0.970168,0.864925,1,1,0,6.93302,0.33056
-6.90653,0.89126,0.864925,2,3,0,7.73663,0.18438
-7.03347,0.929818,0.864925,1,3,0,7.58149,0.351312
-6.84213,1,0.864925,2,7,0,7.00349,0.198552
-7.77977,0.858062,0.864925,1,3,0,8.02143,0.103929
-8.75954,0.925745,0.864925,2,3,0,9.2572,0.0662595
-7.19942,0.944973,0.864925,1,3,0,8.83292,0.145349
-7.9011,0.944005,0.864925,2,7,0,7.96229,0.462533
-7.82246,1,0.864925,1,1,0,8.14767,0.454734
-7.40056,1,0.864925,1,1,0,7.80181,0.407088
-7.40056,0.66034,0.864925,1,1,0,8.48476,0.407088
-7.40056,0.673926,0.864925,1,1,0,8.43561,0.407088
-7.58686,0.949903,0.864925,1,1,0,7.71813,0.429532
-6.7549,0.981801,0.864925,2,3,0,7.73004,0.26485
-6.76316,0.994758,0.864925,1,3,0,6.79154,0.22868
-7.12555,0.931017,0.864925,1,3,0,7.22543,0.153099
-6.81729,0.96187,0.864925,1,3,0,7.55225,0.298327
-7.32484,0.806976,0.864925,1,3,0,8.06403,0.133978
-6.75706,0.987841,0.864925,1,3,0,7.43271,0.23345
-7.03448,0.945256,0.864925,1,3,0,7.11308,0.164176
-7.52715,0.89258,0.864925,2,3,0,8.65546,0.422621
-8.73378,0.904055,0.864925,2,3,0,8.78602,0.532504
-7.33109,1,0.864925,2,7,0,8.49288,0.13346
-6.764,0.975263,0.864925,1,3,0,7.69348,0.272775
-6.76518,0.996942,0.864925,2,3,0,6.79453,0.273618
-6.75493,0.943823,0.864925,2,3,0,7.16516,0.235498
-7.1443,0.957628,0.864925,2,3,0,7.18175,0.370521
-6.8224,0.961251,0.864925,2,3,0,7.43914,0.300144
-6.76337,1,0.864925,2,7,0,6.81035,0.228537
-6.87975,0.99005,0.864925,2,3,0,6.88001,0.317495
-7.25279,0.801487,0.864925,1,3,0,8.09638,0.14027
-7.06481,1,0.864925,1,1,0,7.23654,0.160264
-6.76409,0.993259,0.864925,1,3,0,7.0773,0.228048
-6.93137,0.954317,0.864925,1,3,0,7.07555,0.330248
-7.13264,0.949686,0.864925,1,1,0,7.14591,0.368627
-6.74949,0.991434,0.864925,1,3,0,7.19655,0.243262
-6.79634,0.990589,0.864925,1,3,0,6.807,0.212547
-6.75295,0.995491,0.864925,1,3,0,6.83453,0.262545
-7.15892,0.920026,0.864925,1,3,0,7.23135,0.37286
-8.02892,0.788127,0.864925,1,1,0,8.03992,0.474666
-6.83441,1,0.864925,2,7,0,7.78736,0.304188
-7.62828,0.884783,0.864925,2,7,0,7.64318,0.112515
-8.22024,0.940552,0.864925,1,1,0,8.22393,0.0840087
-6.75993,0.960646,0.864925,1,3,0,8.75922,0.231046
-6.99147,0.942093,0.864925,1,3,0,7.14592,0.343152
-7.9604,0.855215,0.864925,2,7,0,8.04142,0.0949824
-7.81463,1,0.864925,1,1,0,8.04318,0.102102
-6.75483,0.952791,0.864925,1,3,0,8.41112,0.264767
-6.80597,0.981817,0.864925,1,3,0,6.86771,0.209137
-7.35278,0.873028,0.864925,1,3,0,7.80675,0.400861
-6.74862,0.994988,0.864925,1,3,0,7.36639,0.254347
-6.84083,0.988011,0.864925,2,3,0,6.84388,0.198888
-6.93253,0.984021,0.864925,1,1,0,6.93407,0.179636
-6.96216,0.99511,0.864925,1,1,0,6.98697,0.174695
-6.94743,1,0.864925,1,1,0,6.99121,0.177097
-6.94743,0.73299,0.864925,1,3,0,9.37193,0.177097
-6.94589,1,0.864925,1,1,0,6.98258,0.177354
-8.61051,0.699052,0.864925,2,3,0,9.88328,0.0706186
-6.8513,1,0.864925,2,3,0,8.38838,0.19625
-6.87274,0.996205,0.864925,1,1,0,6.88635,0.191287
-8.55212,0.879876,0.864925,2,3,0,8.64762,0.518812
-11.6693,0.427807,0.864925,1,1,0,11.7672,0.690627
-11.2593,1,0.864925,3,7,0,11.3491,0.0253203
-7.82368,0.941911,0.864925,2,7,0,11.3143,0.454856
-7.82368,0.14992,0.864925,1,3,0,15.1594,0.454856
-7.20336,1,0.864925,1,1,0,7.68565,0.379741
-6.74829,0.992674,0.864925,1,3,0,7.2514,0.247116
-6.75757,0.998122,0.864925,1,3,0,6.75956,0.232998
-7.44489,0.8032,0.864925,2,3,0,8.21002,0.124652
-6.89358,0.916389,0.864925,2,7,0,8.3211,0.321109
-6.88333,0.946789,0.864925,1,3,0,7.31195,0.189017
-7.51294,0.918476,0.864925,1,3,0,7.59029,0.119888
-7.16813,1,0.864925,2,3,0,7.46957,0.148519
-7.16813,0.942965,0.864925,1,1,0,7.54971,0.148519
-7.28344,0.984046,0.864925,1,1,0,7.31963,0.13752
-6.74805,0.983612,0.864925,1,3,0,7.47301,0.250998
-6.88842,0.965389,0.864925,1,3,0,6.95791,0.187962
-7.57939,0.844895,0.864925,1,3,0,8.36464,0.428681
-7.76443,0.949639,0.864925,1,1,0,7.94481,0.448798
-7.82349,0.983542,0.864925,1,1,0,8.07991,0.454838
-7.29733,1,0.864925,2,3,0,7.73811,0.393341
-7.20887,1,0.864925,1,1,0,7.37092,0.380572
-7.95005,0.510785,0.864925,1,3,0,10.5821,0.0954627
-7.90815,1,0.864925,1,1,0,8.08807,0.0974439
# 
#  Elapsed Time: 0.002 seconds (Warm-up)
#                0.053 seconds (Sampling)
#                0.055 seconds (Total)
# 
