# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2023-10-13 01:40:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = bernoulli.json
# init = 2 (Default)
# random
#   seed = 769305535 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0-rc1-74-g10b8ef0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.864925
# Diagonal elements of inverse mass matrix:
# 0.505499
-7.55764,0.997275,0.864925,2,7,0,7.65667,0.42618
-8.83455,0.697965,0.864925,1,1,0,8.88773,0.539803
-8.49932,1,0.864925,2,3,0,9.14968,0.514694
-11.4536,0.445555,0.864925,1,1,0,11.5547,0.681752
-8.21912,1,0.864925,1,1,0,10.6058,0.491641
-10.3216,0.847415,0.864925,2,3,0,10.4389,0.629344
-8.10729,1,0.864925,1,1,0,9.79013,0.481806
-6.75219,0.988728,0.864925,1,3,0,8.24163,0.238701
-6.75752,0.998908,0.864925,1,1,0,6.75759,0.233038
-6.76207,0.999083,0.864925,1,1,0,6.76299,0.22945
-6.76299,0.999961,0.864925,2,7,0,6.76299,0.272029
-6.77383,0.99755,0.864925,1,1,0,6.77507,0.279089
-6.83072,0.986878,0.864925,1,1,0,6.83075,0.302975
-6.77266,0.992467,0.864925,2,3,0,6.89363,0.278404
-6.93738,0.937919,0.864925,1,3,0,7.16027,0.178796
-6.86676,0.832476,0.864925,2,3,0,9.02872,0.313938
-6.78928,1,0.864925,2,7,0,6.85585,0.21529
-6.77073,0.991693,0.864925,1,3,0,6.86951,0.277245
-7.90343,0.672154,0.864925,1,3,0,9.02149,0.0976715
-6.83692,0.925271,0.864925,1,3,0,8.98623,0.305001
-6.88485,0.988415,0.864925,1,1,0,6.89597,0.318849
-6.95262,0.983251,0.864925,1,1,0,6.97148,0.335006
-6.78283,0.971457,0.864925,1,3,0,7.13903,0.218024
-7.49243,0.871894,0.864925,1,3,0,7.71579,0.121289
-7.78108,0.828606,0.864925,1,3,0,10.1084,0.450517
-7.73522,1,0.864925,1,1,0,8.01919,0.445748
-6.97856,0.853459,0.864925,1,3,0,8.80719,0.172137
-7.00958,0.995049,0.864925,1,1,0,7.04124,0.16759
-7.20888,0.965771,0.864925,2,3,0,7.46992,0.144419
-6.76831,1,0.864925,2,3,0,7.17503,0.225401
-6.78699,0.990658,0.864925,2,3,0,6.86235,0.285931
-7.03668,0.941559,0.864925,2,3,0,7.24715,0.351912
-7.35931,0.742452,0.864925,2,7,0,8.70919,0.131165
-7.50754,0.981629,0.864925,1,1,0,7.55784,0.120255
-6.79313,0.996938,0.864925,2,7,0,7.36372,0.288734
-6.79313,0.826332,0.864925,1,3,0,7.74215,0.288734
-6.76276,1,0.864925,1,1,0,6.78624,0.27186
-6.8827,0.957082,0.864925,1,3,0,7.02868,0.189149
-7.5835,0.954744,0.864925,2,3,0,7.58417,0.429149
-6.74883,0.990346,0.864925,1,3,0,7.65695,0.245011
-6.80094,0.986896,0.864925,1,3,0,6.82857,0.292054
-6.82098,0.998426,0.864925,2,3,0,6.82866,0.299644
-6.82098,0.954915,0.864925,1,1,0,6.96337,0.299644
-7.6178,0.726831,0.864925,2,7,0,8.68745,0.113152
-7.48932,1,0.864925,1,1,0,7.67251,0.121504
-7.67346,0.964287,0.864925,2,3,0,8.21902,0.109835
-7.52969,1,0.864925,1,1,0,7.72672,0.118766
-6.83288,0.939382,0.864925,1,3,0,8.29769,0.303687
-6.75359,1,0.864925,2,3,0,6.81718,0.236972
-7.25883,0.934223,0.864925,2,3,0,7.28746,0.139719
-7.37902,0.994732,0.864925,2,3,0,7.42494,0.129609
-7.35142,1,0.864925,1,1,0,7.46068,0.131799
-6.75597,0.979056,0.864925,2,3,0,7.67508,0.265974
-6.76505,0.997975,0.864925,1,1,0,6.76535,0.27353
-7.89523,0.848615,0.864925,2,7,0,7.89552,0.0980681
-6.74804,0.972318,0.864925,1,3,0,8.41366,0.250693
-6.75019,0.999531,0.864925,1,3,0,6.75079,0.2583
-6.75019,0.850985,0.864925,1,3,0,7.56889,0.2583
-7.31374,0.91756,0.864925,2,3,0,7.48796,0.395603
-7.16218,1,0.864925,1,1,0,7.347,0.373375
-6.96173,1,0.864925,1,1,0,7.12966,0.336976
-6.75239,0.99872,0.864925,1,3,0,6.95,0.261803
-6.74809,0.999776,0.864925,1,3,0,6.75394,0.248524
-6.74809,0.856029,0.864925,1,3,0,7.55064,0.248524
-6.93713,0.95502,0.864925,1,3,0,7.02397,0.178839
-6.75279,0.977368,0.864925,2,3,0,7.17065,0.262332
-6.7496,0.999666,0.864925,2,3,0,6.75589,0.257062
-6.78489,0.989472,0.864925,1,3,0,6.81331,0.217124
-6.74826,0.986423,0.864925,2,3,0,6.89531,0.252758
-6.74897,0.993083,0.864925,2,3,0,6.79736,0.25546
-6.87821,0.972967,0.864925,1,3,0,6.90807,0.317082
-7.15076,0.933365,0.864925,1,1,0,7.1523,0.371559
-6.82548,0.941032,0.864925,1,3,0,7.54008,0.203078
-6.80379,1,0.864925,1,1,0,6.82702,0.209881
-6.80379,0.767716,0.864925,2,3,0,8.48767,0.209881
-6.77183,0.82175,0.864925,2,3,0,8.55486,0.277912
-6.97785,0.928127,0.864925,2,7,0,7.23212,0.172245
-7.25652,0.893516,0.864925,1,3,0,8.103,0.387578
-7.90107,0.51659,0.864925,1,3,0,10.5642,0.097785
-8.09872,0.981145,0.864925,1,1,0,8.18841,0.088897
-7.01409,0.964534,0.864925,1,3,0,8.10478,0.166957
-7.42413,0.948135,0.864925,2,3,0,7.67336,0.126175
-7.51561,0.988859,0.864925,1,1,0,7.58903,0.119708
-6.85227,0.981445,0.864925,1,3,0,7.51184,0.196014
-6.82293,1,0.864925,1,1,0,6.85412,0.203819
-6.82293,0.624984,0.864925,1,3,0,9.80405,0.203819
-7.85911,0.831537,0.864925,1,3,0,8.18394,0.0998447
-7.1704,0.876539,0.864925,1,3,0,9.77612,0.374668
-7.05957,1,0.864925,1,1,0,7.19565,0.356106
-6.89088,1,0.864925,1,1,0,7.0257,0.320417
-6.99485,0.974247,0.864925,1,1,0,7.01007,0.343831
-7.01706,0.998105,0.864925,2,3,0,7.07182,0.348193
-6.76416,1,0.864925,2,3,0,6.97032,0.228004
-6.779,0.997072,0.864925,1,1,0,6.77959,0.219781
-6.93482,0.903578,0.864925,2,3,0,7.51989,0.179239
-6.94929,0.997601,0.864925,1,1,0,6.97879,0.176788
-7.16037,0.989098,0.864925,2,3,0,7.16133,0.149329
-7.01321,0.917803,0.864925,1,3,0,8.05697,0.347451
-6.74896,0.999728,0.864925,2,3,0,7.02223,0.25543
-6.74826,0.993331,0.864925,2,3,0,6.79608,0.252728
-7.11145,0.951178,0.864925,2,3,0,7.1209,0.154692
-7.84843,0.939611,0.864925,2,7,0,7.88041,0.457339
-8.26113,0.889851,0.864925,1,1,0,8.47739,0.495235
-8.4361,0.95159,0.864925,1,1,0,8.80951,0.509673
-6.79168,0.959357,0.864925,1,3,0,8.88009,0.214329
-6.77314,1,0.864925,1,1,0,6.78943,0.222703
-8.26789,0.703093,0.864925,1,3,0,9.07675,0.0821961
-6.7723,1,0.864925,2,3,0,8.03443,0.223153
-6.77112,0.89366,0.864925,2,3,0,7.70747,0.277483
-6.77838,0.988192,0.864925,1,3,0,6.85476,0.220074
-7.30989,0.93488,0.864925,2,3,0,7.3698,0.135236
-6.83613,0.933522,0.864925,2,7,0,7.92242,0.304744
-6.92013,0.979681,0.864925,1,1,0,6.92666,0.327631
-6.83197,1,0.864925,2,3,0,6.90402,0.303388
-7.05235,0.883221,0.864925,1,3,0,7.54975,0.161841
-7.3713,0.954835,0.864925,1,1,0,7.37169,0.130214
-8.75187,0.900795,0.864925,2,7,0,8.79651,0.53383
-7.30018,0.687998,0.864925,1,3,0,11.2362,0.136066
-7.36497,0.997178,0.864925,2,3,0,7.43152,0.130715
-6.79363,0.948288,0.864925,2,7,0,7.87846,0.288955
-6.81103,0.976382,0.864925,1,3,0,6.96685,0.207469
-7.45856,0.949671,0.864925,2,3,0,7.47334,0.414366
-8.7225,0.701354,0.864925,1,1,0,8.75907,0.531675
-7.7464,1,0.864925,1,1,0,8.5649,0.44692
-7.7464,0.521443,0.864925,1,1,0,9.43787,0.44692
-7.758,1,0.864925,2,7,0,7.76673,0.105095
-7.66162,1,0.864925,2,3,0,7.84552,0.110527
-7.91753,0.973198,0.864925,1,1,0,7.97119,0.0969952
-6.80191,0.934755,0.864925,1,3,0,8.8719,0.29245
-6.74807,0.998639,0.864925,1,3,0,6.8115,0.248725
-7.05272,0.934644,0.864925,1,3,0,7.14895,0.354867
-7.63139,0.856366,0.864925,1,1,0,7.6408,0.434534
-7.02124,1,0.864925,1,1,0,7.47326,0.348995
-7.05548,0.991178,0.864925,1,1,0,7.11442,0.355367
-6.84122,1,0.864925,1,1,0,7.00275,0.306367
-6.80869,0.959263,0.864925,2,3,0,7.15999,0.208233
-6.80869,0.841226,0.864925,1,3,0,7.97378,0.208233
-7.13345,0.954589,0.864925,1,3,0,7.16722,0.152224
-8.02502,0.915829,0.864925,2,3,0,8.28951,0.092065
-6.8007,0.931769,0.864925,1,3,0,9.06132,0.291956
-6.80405,0.988449,0.864925,2,3,0,6.91044,0.293311
-8.08471,0.81764,0.864925,2,7,0,8.0964,0.0894871
-6.94147,0.943865,0.864925,2,3,0,9.12777,0.178099
-6.97054,0.99523,0.864925,1,1,0,6.99692,0.173373
-6.84481,0.609211,0.864925,2,3,0,12.1316,0.307484
-6.76342,0.99424,0.864925,2,3,0,6.89049,0.272351
-6.92187,0.945368,0.864925,1,3,0,7.10085,0.18153
-6.75269,0.990252,0.864925,1,3,0,7.01307,0.262202
-6.75375,0.999047,0.864925,2,3,0,6.7622,0.263541
-7.39965,0.830728,0.864925,2,3,0,7.89842,0.128017
-6.79462,0.943046,0.864925,2,7,0,7.94037,0.28939
-7.0281,0.903619,0.864925,1,3,0,7.39966,0.165033
-7.0631,0.994601,0.864925,1,1,0,7.10117,0.160478
-6.89336,1,0.864925,1,1,0,7.03545,0.18696
-6.74932,1,0.864925,2,3,0,6.87826,0.243672
-7.31605,0.930576,0.864925,2,3,0,7.41894,0.395917
-6.91879,0.893451,0.864925,1,3,0,8.05171,0.182089
-6.83722,1,0.864925,1,1,0,6.90641,0.199837
-7.12944,0.970886,0.864925,2,7,0,7.1321,0.368104
-7.48589,0.908445,0.864925,1,1,0,7.52517,0.417698
-7.0414,0.861707,0.864925,2,3,0,8.53998,0.352789
-7.01849,0.891932,0.864925,1,3,0,7.89701,0.166346
-6.86994,0.953012,0.864925,1,3,0,7.49399,0.314825
-9.47313,0.639361,0.864925,2,7,0,9.58499,0.049522
-6.95957,0.928523,0.864925,1,3,0,10.2379,0.175111
-6.98789,0.92941,0.864925,2,3,0,7.82973,0.342427
-6.93328,1,0.864925,1,1,0,7.00671,0.330688
-6.85074,1,0.864925,1,1,0,6.92246,0.309289
-6.85184,0.959664,0.864925,1,3,0,7.16289,0.196119
-8.10303,0.908212,0.864925,2,3,0,8.15653,0.481423
-6.96834,1,0.864925,2,3,0,7.87464,0.173717
-6.98014,0.998089,0.864925,1,1,0,7.01591,0.171897
-7.21909,0.96398,0.864925,1,1,0,7.22006,0.14343
-6.75613,0.992789,0.864925,2,3,0,7.29526,0.234311
-7.30613,0.885005,0.864925,1,3,0,7.5272,0.135556
-7.04307,0.912039,0.864925,1,3,0,8.40072,0.353097
-6.97683,1,0.864925,1,1,0,7.06739,0.340158
-6.97737,0.884913,0.864925,1,3,0,7.6828,0.172319
-7.1435,0.926684,0.864925,2,3,0,7.91844,0.370392
-7.23287,0.976471,0.864925,1,1,0,7.31278,0.384141
-7.58296,0.908884,0.864925,1,1,0,7.6469,0.429087
-6.76198,1,0.864925,2,3,0,7.51288,0.229512
-6.76557,0.994443,0.864925,1,3,0,6.80931,0.273889
-7.7553,0.851641,0.864925,2,7,0,7.88792,0.447849
-7.4502,1,0.864925,1,1,0,7.79604,0.413335
-7.4502,0.601848,0.864925,1,3,0,9.68851,0.413335
-8.21148,0.808191,0.864925,1,1,0,8.28305,0.490981
-8.60973,0.964414,0.864925,2,3,0,8.92833,0.523233
-8.78439,0.951839,0.864925,1,1,0,9.25615,0.536195
-6.74972,0.994053,0.864925,2,3,0,8.93179,0.242759
-6.79566,0.963219,0.864925,2,3,0,7.00513,0.212802
-6.79626,0.995213,0.864925,2,3,0,6.85889,0.212576
-7.04284,0.929717,0.864925,1,3,0,7.33491,0.353055
-6.76181,1,0.864925,1,3,0,7.00766,0.271127
-6.82193,0.97554,0.864925,1,3,0,6.91673,0.204111
-6.81463,1,0.864925,1,1,0,6.83142,0.206328
-6.88227,0.987808,0.864925,1,1,0,6.88346,0.18924
-6.96125,0.980856,0.864925,2,3,0,7.1207,0.174841
-6.99583,0.99814,0.864925,2,3,0,7.02381,0.169562
-6.99902,0.92754,0.864925,2,7,0,7.70626,0.344664
-6.75501,1,0.864925,2,3,0,6.96204,0.235416
-7.03153,0.944017,0.864925,1,3,0,7.11602,0.164571
-7.02385,0.984361,0.864925,2,3,0,7.3095,0.165609
-6.75915,1,0.864925,2,3,0,7.0082,0.23167
-6.77515,0.973536,0.864925,2,3,0,6.97929,0.279841
-6.77986,0.851539,0.864925,2,3,0,7.85412,0.219374
-6.75183,0.999677,0.864925,1,3,0,6.77655,0.239197
-6.75183,0.852324,0.864925,1,3,0,7.59813,0.239197
-6.74952,0.99224,0.864925,2,3,0,6.80854,0.243197
-6.74964,0.805641,0.864925,2,3,0,8.44175,0.242927
-6.74813,0.859692,0.864925,2,3,0,7.91946,0.251833
-6.80041,0.988516,0.864925,1,3,0,6.81568,0.291837
-6.79474,0.982438,0.864925,1,3,0,6.94397,0.21315
-6.78364,0.989039,0.864925,1,3,0,6.90664,0.284308
-6.77392,0.990537,0.864925,1,3,0,6.86768,0.222294
-6.75465,0.996288,0.864925,1,3,0,6.80592,0.264568
-6.75055,0.998533,0.864925,2,3,0,6.76786,0.24118
-6.75114,0.999879,0.864925,1,1,0,6.75152,0.240223
-6.75153,0.998651,0.864925,2,7,0,6.76096,0.260569
-7.02984,0.944232,0.864925,1,3,0,7.08189,0.350629
-6.76259,1,0.864925,1,3,0,6.9946,0.271727
-7.07005,0.942284,0.864925,1,3,0,7.10252,0.357978
-6.79009,1,0.864925,2,3,0,7.01121,0.214961
-6.77233,0.959218,0.864925,2,3,0,7.12369,0.223136
-7.68047,0.824107,0.864925,1,3,0,8.05207,0.109429
-7.30923,1,0.864925,1,1,0,7.64229,0.135292
-6.78776,0.998031,0.864925,2,7,0,7.20301,0.286292
-7.20159,0.853959,0.864925,1,3,0,7.71294,0.145134
-6.7806,0.998705,0.864925,2,7,0,7.11507,0.282773
-6.826,0.989458,0.864925,1,1,0,6.82693,0.301384
-6.82611,0.855569,0.864925,2,3,0,7.84669,0.202899
-6.78697,0.99593,0.864925,2,3,0,6.87671,0.216239
-6.9072,0.981052,0.864925,2,3,0,6.97287,0.184253
-6.74843,0.994258,0.864925,1,3,0,6.96003,0.253575
-7.16567,0.91453,0.864925,1,3,0,7.2716,0.373926
-7.0242,1,0.864925,1,1,0,7.16946,0.34956
-7.02373,1,0.864925,2,7,0,7.02599,0.165626
-6.76191,0.949302,0.864925,2,3,0,7.54001,0.229563
-6.74874,0.999809,0.864925,1,3,0,6.76132,0.245287
-7.26211,0.880525,0.864925,1,3,0,7.52429,0.139421
-7.59591,0.958215,0.864925,1,1,0,7.6048,0.114503
-7.57708,0.996179,0.864925,2,7,0,7.6279,0.428417
-6.7561,1,0.864925,1,3,0,7.52522,0.266107
-6.74913,0.964579,0.864925,2,3,0,7.00879,0.244155
-6.75844,0.997033,0.864925,1,3,0,6.76806,0.268325
-7.09241,0.942839,0.864925,2,3,0,7.2365,0.361884
-7.09835,0.783625,0.864925,2,3,0,8.71706,0.156207
-9.88222,0.690475,0.864925,1,3,0,11.1092,0.0422296
-8.81512,1,0.864925,1,1,0,9.81853,0.0647232
-6.95322,0.944398,0.864925,1,3,0,9.17257,0.176139
-6.92292,0.988182,0.864925,2,3,0,7.14232,0.181341
-8.23557,0.922122,0.864925,2,3,0,8.25669,0.493054
-11.1023,0.452095,0.864925,1,1,0,11.169,0.666596
-11.3555,1,0.864925,3,7,0,11.3697,0.024456
-10.1317,1,0.864925,1,1,0,11.314,0.0383978
-6.78906,0.928665,0.864925,3,7,0,9.96797,0.286895
-6.81905,0.992991,0.864925,1,1,0,6.82274,0.298959
-7.41475,0.913215,0.864925,2,7,0,7.42405,0.126875
-7.40013,0.855665,0.864925,2,3,0,9.83334,0.407032
-7.40013,0.704596,0.864925,1,1,0,8.32873,0.407032
-8.29346,0.779182,0.864925,1,1,0,8.34349,0.497966
-8.29346,0.790231,0.864925,1,1,0,9.16426,0.497966
-7.02621,0.841295,0.864925,2,3,0,9.66477,0.349944
-7.37878,0.970305,0.864925,2,3,0,7.39733,0.404277
-6.75075,1,0.864925,2,3,0,7.35078,0.240837
-6.76892,0.997987,0.864925,2,7,0,6.76892,0.276117
-6.80701,0.991278,0.864925,1,1,0,6.80717,0.29448
-6.83229,0.994012,0.864925,1,1,0,6.84041,0.303495
-6.91418,0.980235,0.864925,1,1,0,6.92022,0.326212
-7.15796,0.884897,0.864925,2,3,0,7.75227,0.372707
-6.75181,0.987338,0.864925,1,3,0,7.2468,0.239227
-6.76173,0.963018,0.864925,2,3,0,7.0406,0.271066
-7.39711,0.814521,0.864925,1,3,0,7.958,0.12821
-6.79174,1,0.864925,2,3,0,7.35879,0.214308
-6.75136,0.996331,0.864925,1,3,0,6.82215,0.260306
-6.77533,0.991535,0.864925,1,3,0,6.80416,0.221571
-6.76716,1,0.864925,1,1,0,6.77568,0.226094
-6.74854,0.992414,0.864925,2,3,0,6.82757,0.254047
-7.1902,0.887798,0.864925,1,3,0,7.45994,0.146267
-7.61117,0.945993,0.864925,1,1,0,7.61164,0.113558
-7.89809,0.969445,0.864925,1,1,0,7.94069,0.0979291
-6.80587,0.971841,0.864925,1,3,0,8.08389,0.20917
-6.84228,0.989763,0.864925,2,3,0,6.92193,0.198514
-7.53171,0.924418,0.864925,2,3,0,7.6422,0.118632
-6.91783,0.996291,0.864925,2,3,0,7.59907,0.182265
-6.91783,0.984697,0.864925,1,1,0,7.00547,0.182265
-6.79155,0.999153,0.864925,2,7,0,6.89765,0.288032
-6.80361,0.999062,0.864925,2,3,0,6.81068,0.293137
-6.82735,0.998131,0.864925,2,3,0,6.83498,0.301844
-7.58305,0.727046,0.864925,1,3,0,8.63854,0.11531
-6.79323,0.950243,0.864925,1,3,0,8.24624,0.28878
-6.77116,0.97448,0.864925,2,3,0,6.98922,0.223776
-6.81383,0.944125,0.864925,2,3,0,7.20041,0.206578
-7.61594,0.870053,0.864925,1,3,0,7.82949,0.113266
-6.92494,0.910712,0.864925,1,3,0,8.72038,0.32876
-7.07432,0.962629,0.864925,1,1,0,7.09143,0.358733
-6.93078,0.897461,0.864925,1,3,0,7.72883,0.179943
-8.25332,0.83027,0.864925,1,3,0,8.59641,0.0827444
-7.00084,0.972526,0.864925,2,7,0,8.07156,0.345025
-6.75124,0.989959,0.864925,1,3,0,7.06712,0.240069
-6.92161,0.964446,0.864925,1,3,0,6.97353,0.181577
-6.96769,0.939608,0.864925,1,3,0,7.49974,0.338244
-6.96234,0.835354,0.864925,2,3,0,8.16412,0.174667
-7.15705,0.97001,0.864925,1,1,0,7.15954,0.14968
-6.7886,0.96871,0.864925,1,3,0,7.51721,0.286685
-6.88015,0.951435,0.864925,2,7,0,7.09559,0.189688
-7.22521,0.967149,0.864925,2,7,0,7.23279,0.383011
-7.30391,0.721341,0.864925,1,3,0,8.94786,0.135746
-7.3237,0.997383,0.864925,1,1,0,7.40548,0.134074
-7.70831,0.953795,0.864925,1,1,0,7.71574,0.10784
-7.87557,0.99417,0.864925,2,3,0,7.95656,0.0990287
-7.52454,1,0.864925,1,1,0,7.86061,0.119109
-7.62074,0.989837,0.864925,2,7,0,7.62168,0.433348
-6.79822,1,0.864925,2,3,0,7.49087,0.211853
-7.38903,0.95167,0.864925,2,3,0,7.40561,0.405606
-6.85684,1,0.864925,2,3,0,7.27754,0.194915
-6.92528,0.988166,0.864925,1,1,0,6.93086,0.180917
-8.60477,0.771682,0.864925,1,3,0,9.17688,0.0707938
-7.81725,1,0.864925,1,1,0,8.53131,0.101967
-7.7005,1,0.864925,2,3,0,7.90026,0.108282
-7.26681,1,0.864925,1,1,0,7.64757,0.138998
-7.09303,1,0.864925,1,1,0,7.25783,0.156833
-7.00246,0.855109,0.864925,2,3,0,9.50305,0.345346
-7.00246,0.851436,0.864925,1,1,0,7.45019,0.345346
-7.84152,0.799325,0.864925,1,1,0,7.84153,0.456649
-7.54158,1,0.864925,1,1,0,7.90846,0.424314
-7.21908,1,0.864925,1,1,0,7.51776,0.382101
-6.78501,0.959346,0.864925,1,3,0,7.4847,0.217073
-7.57044,0.836168,0.864925,1,3,0,8.02803,0.427656
-7.51904,0.605798,0.864925,1,3,0,10.147,0.119477
-6.78836,0.98155,0.864925,1,3,0,7.60142,0.215664
-7.4664,0.940267,0.864925,2,3,0,7.49999,0.415328
-7.0542,1,0.864925,1,1,0,7.3757,0.355136
-6.87685,0.925395,0.864925,1,3,0,7.55404,0.190394
-6.8878,0.950542,0.864925,2,7,0,7.26478,0.31962
-6.79133,1,0.864925,1,1,0,6.86497,0.287934
-6.77193,1,0.864925,1,1,0,6.78869,0.277976
-6.76883,1,0.864925,1,1,0,6.77507,0.276056
-7.41957,0.805784,0.864925,1,3,0,8.04513,0.126514
-6.91771,0.994172,0.864925,2,7,0,7.35257,0.327056
-7.07394,0.961014,0.864925,1,1,0,7.08885,0.358667
-7.98703,0.78098,0.864925,1,1,0,7.98882,0.470759
-8.40164,0.889167,0.864925,1,1,0,8.65554,0.506894
-8.40164,0.322577,0.864925,1,1,0,11.4719,0.506894
-7.07948,1,0.864925,2,7,0,8.13808,0.158457
-6.74814,0.99158,0.864925,1,3,0,7.17066,0.248102
-6.74811,0.999968,0.864925,1,3,0,6.74841,0.251632
-6.86397,0.984761,0.864925,2,3,0,6.86955,0.193253
-6.9003,0.993683,0.864925,1,1,0,6.91254,0.185584
-7.09336,0.968825,0.864925,1,1,0,7.09345,0.156794
-6.83015,0.995313,0.864925,2,3,0,7.15845,0.201757
-6.8379,0.998591,0.864925,1,1,0,6.85142,0.199656
-6.928,0.981595,0.864925,2,3,0,7.04558,0.180432
-6.99452,0.989132,0.864925,1,1,0,7.00997,0.169753
-6.75599,0.994855,0.864925,1,3,0,7.01115,0.23445
-6.75599,0.709977,0.864925,1,3,0,8.60213,0.23445
-6.76905,0.987484,0.864925,2,3,0,6.86056,0.276197
-6.80382,0.989419,0.864925,2,3,0,6.86013,0.293221
-7.45122,0.852733,0.864925,2,3,0,7.94477,0.413461
-7.1434,1,0.864925,2,3,0,7.41599,0.370375
-7.1046,1,0.864925,1,1,0,7.21288,0.363964
-8.39485,0.422368,0.864925,1,3,0,11.4728,0.0776242
-7.69449,1,0.864925,1,1,0,8.32577,0.108624
-6.74876,0.972366,0.864925,1,3,0,8.0485,0.24523
-8.1786,0.743862,0.864925,1,3,0,8.55904,0.488123
-6.75357,0.988072,0.864925,1,3,0,8.33084,0.236991
-6.76582,0.979101,0.864925,2,3,0,6.92073,0.274066
-6.76507,0.993163,0.864925,1,3,0,6.81674,0.227403
-8.08385,0.757395,0.864925,1,3,0,8.59307,0.479693
-8.08385,0.441603,0.864925,1,1,0,10.2475,0.479693
-7.116,0.781016,0.864925,1,3,0,9.72059,0.154173
-6.8534,0.954104,0.864925,1,3,0,7.62957,0.310083
-7.49756,0.744326,0.864925,1,3,0,8.54728,0.120936
-6.87845,0.982827,0.864925,1,3,0,7.47187,0.190051
-6.83584,1,0.864925,1,1,0,6.87757,0.200205
-7.30725,0.936335,0.864925,1,3,0,7.36479,0.13546
-8.19279,0.937432,0.864925,2,7,0,8.26721,0.48936
-6.97396,0.848751,0.864925,1,3,0,9.37644,0.172843
-6.81565,0.971102,0.864925,1,3,0,7.29036,0.297734
-6.75282,0.998055,0.864925,2,3,0,6.83088,0.262375
-6.99115,0.968139,0.864925,2,3,0,6.99319,0.170248
-6.88959,0.95017,0.864925,1,3,0,7.48572,0.320085
-7.0709,0.862314,0.864925,1,3,0,7.7247,0.159507
-6.74807,0.991467,0.864925,1,3,0,7.1622,0.248818
-6.74861,0.999913,0.864925,2,3,0,6.74881,0.245714
-6.86987,0.972745,0.864925,1,3,0,6.91472,0.191923
-6.7661,0.985905,0.864925,2,7,0,6.98769,0.274252
-8.23563,0.60572,0.864925,1,3,0,9.68135,0.0834171
-6.772,1,0.864925,2,3,0,8.00789,0.223314
-7.48824,0.893483,0.864925,2,3,0,7.86563,0.417983
-6.80291,0.594427,0.864925,3,7,0,9.81616,0.292854
-6.87105,0.983855,0.864925,1,1,0,6.87343,0.31513
-7.23476,0.810117,0.864925,1,3,0,8.0347,0.141943
-7.23476,0.79961,0.864925,1,3,0,9.39102,0.141943
-7.03348,0.917927,0.864925,1,3,0,8.24213,0.351314
-6.74864,0.993979,0.864925,1,3,0,7.07779,0.245608
-6.84401,0.987319,0.864925,2,3,0,6.85378,0.198069
-7.2699,0.889445,0.864925,1,3,0,7.79876,0.38949
-8.11084,0.792458,0.864925,1,1,0,8.1401,0.482124
-6.93676,1,0.864925,2,3,0,7.88036,0.178904
-7.11219,0.972358,0.864925,1,1,0,7.11444,0.154607
-6.81718,0.962644,0.864925,1,3,0,7.52931,0.298291
-6.82462,0.836585,0.864925,2,3,0,7.97742,0.203325
-6.85791,0.993988,0.864925,1,1,0,6.86461,0.194663
-6.97837,0.977386,0.864925,2,3,0,7.11646,0.172166
-7.05953,0.987264,0.864925,1,1,0,7.07892,0.160927
-8.41069,0.773412,0.864925,1,3,0,10.0027,0.507627
-6.83598,1,0.864925,2,7,0,8.10489,0.304696
-6.77246,0.983942,0.864925,1,3,0,6.94546,0.223069
-8.06565,0.744254,0.864925,1,3,0,8.7131,0.0902985
-6.82218,0.990892,0.864925,2,7,0,7.82815,0.300064
-7.21977,0.892837,0.864925,2,3,0,7.63247,0.382203
-7.04325,1,0.864925,1,1,0,7.21375,0.35313
-6.86549,0.931725,0.864925,1,3,0,7.50668,0.192907
-7.41739,0.866977,0.864925,1,3,0,8.07043,0.409229
-6.91195,1,0.864925,1,1,0,7.28668,0.325674
-6.98243,0.994136,0.864925,2,3,0,7.00718,0.341313
-7.00729,0.87167,0.864925,1,3,0,7.76455,0.167913
-7.01797,0.998315,0.864925,1,1,0,7.06029,0.166417
-6.76491,0.994486,0.864925,1,3,0,7.0207,0.227512
-8.56636,0.774641,0.864925,2,3,0,8.57599,0.0719819
